name,rank,count,prop100k,cum_prop100k,pctwhite,pctblack,pctapi,pctaian,pct2prace,pcthispanic
JOYCE,948,33843,12.55,39939.02,89.32,7.51,0.49,0.29,1.17,1.22
MERCER,949,33797,12.53,39951.55,83.74,12.35,0.39,0.64,1.27,1.61
ROLLINS,949,33797,12.53,39964.08,70.86,25.07,0.31,0.53,1.64,1.59
GALLOWAY,951,33773,12.52,39976.60,72.10,23.51,0.40,0.55,1.65,1.79
DUKE,952,33745,12.51,39989.11,87.36,7.93,0.53,0.52,1.37,2.28
ODOM,953,33717,12.50,40001.61,71.30,25.06,0.35,0.58,1.46,1.25
ANDERSEN,954,33508,12.42,40014.03,95.51,0.57,0.63,0.41,1.16,1.72
DOWNS,955,33494,12.42,40026.45,85.69,9.75,0.39,0.61,1.37,2.19
HATFIELD,956,33464,12.41,40038.85,93.68,2.77,0.36,0.61,1.32,1.26
BENITEZ,957,33441,12.40,40051.25,4.97,0.53,1.84,0.12,0.44,92.11
ARCHER,958,33411,12.39,40063.63,81.90,12.99,0.43,0.65,1.96,2.07
HUERTA,959,33348,12.36,40075.99,4.44,0.22,0.30,0.19,0.25,94.60
TRAVIS,960,33339,12.36,40088.35,76.04,20.02,0.49,0.42,1.45,1.58
MCNEIL,961,33239,12.32,40100.68,55.32,40.80,0.30,0.67,1.57,1.34
HINTON,962,33209,12.31,40112.99,55.63,40.04,0.31,1.14,1.70,1.18
ZHANG,963,33202,12.31,40125.29,0.61,0.09,98.16,0.02,0.96,0.16
HAYS,964,33194,12.30,40137.60,92.62,3.52,0.44,0.60,1.32,1.50
MAYO,965,33126,12.28,40149.88,67.05,22.51,1.74,0.91,1.91,5.87
FRITZ,966,33068,12.26,40162.14,94.65,2.10,0.45,0.41,0.94,1.45
BRANCH,967,33040,12.25,40174.38,49.23,46.39,0.27,0.49,1.76,1.86
MOONEY,968,32953,12.22,40186.60,92.39,3.97,0.49,0.60,1.26,1.29
EWING,969,32925,12.21,40198.80,78.68,17.11,0.56,0.43,1.57,1.64
RITTER,970,32864,12.18,40210.99,94.11,2.86,0.36,0.38,1.10,1.20
ESPARZA,971,32772,12.15,40223.14,5.40,0.14,0.15,0.35,0.23,93.72
FREY,972,32735,12.13,40235.27,96.24,0.87,0.43,0.29,0.97,1.20
BRAUN,973,32676,12.11,40247.38,95.97,0.50,0.54,0.24,0.96,1.78
GAY,974,32672,12.11,40259.50,73.81,21.50,0.65,0.74,1.46,1.84
RIDDLE,975,32654,12.10,40271.60,89.84,5.62,0.42,1.06,1.64,1.43
HANEY,976,32644,12.10,40283.70,88.96,7.03,0.36,0.82,1.51,1.31
KAISER,977,32567,12.07,40295.77,94.64,1.69,0.70,0.48,1.09,1.40
HOLDER,978,32466,12.04,40307.81,76.28,18.99,0.40,0.79,1.80,1.75
CHANEY,979,32433,12.02,40319.83,73.58,22.34,0.38,0.81,1.56,1.34
MCKNIGHT,980,32386,12.01,40331.84,62.47,33.86,0.38,0.42,1.62,1.24
GAMBLE,981,32377,12.00,40343.84,59.63,35.93,0.40,0.89,1.68,1.47
VANG,982,32333,11.99,40355.82,1.44,0.15,92.90,0.05,4.83,0.63
COOLEY,983,32287,11.97,40367.79,80.16,16.22,0.36,0.85,1.26,1.16
CARNEY,984,32282,11.97,40379.76,87.32,8.39,0.50,0.96,1.25,1.57
COWAN,985,32242,11.95,40391.71,81.67,14.38,0.42,0.58,1.39,1.55
FORBES,986,32228,11.95,40403.66,74.24,20.26,0.60,0.53,1.89,2.48
FERRELL,987,32174,11.93,40415.59,76.95,19.21,0.35,0.43,1.40,1.66
DAVIES,988,32165,11.92,40427.51,91.34,5.01,0.59,0.31,1.28,1.46
BARAJAS,989,32147,11.92,40439.43,3.28,0.17,0.17,0.18,0.23,95.97
SHEA,990,32069,11.89,40451.31,95.74,0.34,1.35,0.21,0.97,1.40
OSBORN,991,32044,11.88,40463.19,92.72,2.85,0.51,0.79,1.49,1.64
BRIGHT,992,32042,11.88,40475.07,73.21,22.33,0.72,0.62,1.67,1.44
CUEVAS,993,32015,11.87,40486.94,9.04,0.34,1.85,0.22,0.49,88.05
BOLTON,994,31995,11.86,40498.80,75.55,20.39,0.39,0.54,1.51,1.62
MURILLO,995,31964,11.85,40510.65,4.81,0.30,0.87,0.39,0.49,93.13
LUTZ,996,31940,11.84,40522.49,96.18,0.54,0.44,0.23,0.95,1.64
DUARTE,997,31896,11.82,40534.31,18.08,1.31,1.02,0.30,2.73,76.56
KIDD,998,31886,11.82,40546.13,76.98,18.85,0.84,0.52,1.65,1.16
KEY,999,31882,11.82,40557.95,71.31,23.70,0.72,0.90,1.68,1.69
COOKE,1000,31860,11.81,40569.76,80.50,15.06,0.44,1.16,1.37,1.47
GOFF,1001,31806,11.79,40581.55,88.96,7.25,0.42,0.47,1.29,1.62
DEJESUS,1002,31803,11.79,40593.34,6.43,1.61,7.75,0.23,1.16,82.81
MARIN,1003,31786,11.78,40605.12,14.74,1.21,0.71,0.22,0.55,82.57
DOTSON,1004,31784,11.78,40616.91,70.32,25.84,0.29,0.59,1.64,1.32
BONNER,1005,31761,11.77,40628.68,56.25,39.74,0.38,0.38,1.85,1.41
COTTON,1006,31759,11.77,40640.45,53.59,41.92,0.29,0.77,1.90,1.53
MERRILL,1007,31758,11.77,40652.22,91.74,3.91,0.54,0.92,1.36,1.54
LINDSAY,1008,31744,11.77,40663.99,75.11,20.51,0.49,0.55,1.76,1.58
LANCASTER,1009,31686,11.75,40675.74,85.89,9.64,0.53,0.64,1.64,1.66
MCGOWAN,1010,31669,11.74,40687.48,77.96,18.69,0.35,0.40,1.28,1.32
FELIX,1011,31631,11.73,40699.20,21.19,11.15,2.61,0.97,1.73,62.35
SALGADO,1012,31627,11.72,40710.93,4.56,0.28,1.42,0.42,0.43,92.88
SLATER,1013,31569,11.70,40722.63,81.47,14.41,0.45,0.69,1.35,1.63
CARVER,1014,31566,11.70,40734.33,90.64,5.51,0.32,0.61,1.34,1.59
GUTHRIE,1015,31530,11.69,40746.02,89.92,5.53,0.44,1.25,1.41,1.46
HOLMAN,1016,31514,11.68,40757.70,72.27,23.26,0.29,0.69,1.79,1.70
FULTON,1017,31513,11.68,40769.38,74.06,21.56,0.46,0.95,1.42,1.55
SNIDER,1018,31418,11.65,40781.03,93.71,2.66,0.45,0.73,1.24,1.21
SEARS,1019,31387,11.64,40792.66,84.68,10.85,0.43,0.83,1.65,1.57
WITT,1020,31360,11.63,40804.29,93.04,3.29,0.39,0.63,1.06,1.59
NEWELL,1021,31317,11.61,40815.90,81.55,14.44,0.40,0.65,1.28,1.67
BYERS,1022,31299,11.60,40827.50,82.91,13.39,0.42,0.55,1.41,1.33
LEHMAN,1023,31296,11.60,40839.10,96.36,0.70,0.48,0.35,0.91,1.20
GORMAN,1024,31285,11.60,40850.70,91.48,3.11,0.42,1.94,1.21,1.83
COSTELLO,1025,31266,11.59,40862.29,91.81,1.33,0.54,0.37,1.47,4.48
DONAHUE,1026,31251,11.58,40873.87,93.76,2.72,0.40,0.72,0.98,1.42
DELANEY,1027,31236,11.58,40885.45,85.31,10.89,0.49,0.35,1.35,1.61
ALBERT,1028,31159,11.55,40897.00,80.36,12.39,1.12,1.44,1.56,3.13
WORKMAN,1029,31151,11.55,40908.55,91.28,4.83,0.36,0.74,1.35,1.43
ROSAS,1030,31050,11.51,40920.06,4.73,0.24,0.53,0.18,0.33,93.99
SPRINGER,1031,31044,11.51,40931.57,85.65,9.61,0.52,0.73,1.76,1.74
JUSTICE,1032,30956,11.48,40943.05,87.72,8.87,0.33,0.68,1.41,0.99
KINNEY,1032,30956,11.48,40954.52,87.58,7.37,0.69,1.27,1.60,1.49
ODELL,1034,30951,11.47,40965.99,93.29,2.05,0.52,0.75,1.62,1.77
LAKE,1035,30924,11.46,40977.46,83.56,11.32,0.71,1.14,1.46,1.80
DONNELLY,1036,30919,11.46,40988.92,95.46,1.13,0.50,0.26,1.03,1.61
LAW,1037,30900,11.45,41000.37,68.50,15.12,13.17,0.33,1.61,1.28
DAILEY,1038,30894,11.45,41011.83,79.67,16.05,0.37,0.84,1.45,1.61
GUEVARA,1039,30844,11.43,41023.26,5.14,0.49,2.98,0.33,0.65,90.42
SHOEMAKER,1040,30756,11.40,41034.66,94.82,2.02,0.39,0.51,1.09,1.17
BARLOW,1041,30749,11.40,41046.06,82.57,13.09,0.42,1.13,1.49,1.31
MARINO,1042,30735,11.39,41057.45,87.16,0.63,0.90,0.20,1.25,9.86
WINTER,1043,30721,11.39,41068.84,94.61,1.89,0.52,0.35,1.02,1.61
CRAFT,1044,30653,11.36,41080.20,82.89,13.88,0.30,0.44,1.43,1.06
KATZ,1045,30615,11.35,41091.55,96.32,0.35,0.56,0.06,1.09,1.62
PICKETT,1046,30552,11.33,41102.88,67.70,28.89,0.34,0.45,1.28,1.34
ESPINOSA,1047,30538,11.32,41114.20,9.10,0.49,3.42,0.40,0.57,86.03
DALY,1048,30434,11.28,41125.48,92.85,3.18,0.62,0.19,1.00,2.16
MALONEY,1048,30434,11.28,41136.76,93.23,2.99,0.42,0.78,1.16,1.42
GOLDSTEIN,1050,30429,11.28,41148.04,95.96,0.72,0.59,0.04,1.06,1.64
CROWLEY,1051,30416,11.28,41159.32,91.49,5.08,0.51,0.31,1.27,1.33
VOGEL,1052,30388,11.26,41170.58,96.40,0.36,0.47,0.27,1.02,1.48
KUHN,1053,30342,11.25,41181.83,96.29,0.51,0.52,0.30,0.94,1.44
PEARCE,1054,30276,11.22,41193.05,90.57,5.59,0.44,0.63,1.29,1.48
HARTLEY,1055,30236,11.21,41204.26,90.68,5.78,0.40,0.40,1.36,1.38
CLEVELAND,1056,30233,11.21,41215.47,68.37,25.20,0.44,2.89,1.66,1.44
PALACIOS,1057,30231,11.21,41226.68,5.22,0.47,0.69,0.22,0.38,93.03
MCFADDEN,1058,30205,11.20,41237.87,63.18,33.42,0.36,0.29,1.52,1.22
BRITT,1059,30200,11.20,41249.07,75.76,20.46,0.35,0.71,1.33,1.38
WOOTEN,1060,30185,11.19,41260.26,67.90,28.20,0.29,0.56,1.68,1.37
CORTES,1061,30141,11.17,41271.43,8.96,1.29,2.43,0.12,0.46,86.74
DILLARD,1062,30118,11.16,41282.59,55.86,39.20,0.24,0.55,2.08,2.08
CHILDERS,1063,30079,11.15,41293.74,91.67,3.89,0.34,1.08,1.50,1.51
ALFORD,1064,30050,11.14,41304.88,66.04,29.62,0.43,0.73,1.44,1.75
DODD,1065,30029,11.13,41316.02,85.74,10.01,0.67,0.65,1.37,1.57
EMERSON,1066,30028,11.13,41327.15,86.26,8.44,0.59,1.51,1.44,1.76
WILDER,1067,30023,11.13,41338.28,69.88,25.74,0.40,0.63,1.70,1.65
LANGE,1068,29977,11.11,41349.39,95.09,1.45,0.46,0.31,1.12,1.57
GOLDBERG,1069,29968,11.11,41360.50,96.49,0.50,0.53,0.07,0.95,1.46
QUINTERO,1070,29952,11.10,41371.60,4.95,0.36,0.32,0.94,0.41,93.01
BEACH,1071,29940,11.10,41382.70,91.13,4.83,0.44,0.71,1.32,1.57
ENRIQUEZ,1072,29886,11.08,41393.78,5.28,0.59,7.78,0.43,0.66,85.25
QUINTANA,1073,29755,11.03,41404.81,9.52,0.38,1.04,1.25,0.54,87.26
HELMS,1074,29727,11.02,41415.83,92.75,4.22,0.29,0.60,1.07,1.07
MACKEY,1075,29718,11.02,41426.84,72.25,23.46,0.38,0.61,1.69,1.60
FINCH,1076,29703,11.01,41437.86,81.27,14.84,0.45,0.42,1.47,1.54
CRAMER,1077,29666,11.00,41448.85,95.22,1.22,0.50,0.49,1.18,1.39
MINOR,1078,29634,10.99,41459.84,57.59,36.61,0.55,0.37,1.71,3.17
FLANAGAN,1079,29563,10.96,41470.80,90.32,6.15,0.50,0.37,1.22,1.43
FRANKS,1080,29531,10.95,41481.74,84.16,11.59,0.42,0.74,1.62,1.47
CORONA,1081,29525,10.94,41492.69,10.94,0.24,0.25,0.23,0.39,87.94
KENDALL,1082,29524,10.94,41503.63,87.55,8.69,0.54,0.50,1.30,1.42
MCCABE,1083,29523,10.94,41514.58,92.96,1.15,0.56,2.48,1.13,1.71
HENDRICKSON,1084,29496,10.93,41525.51,93.49,2.16,0.48,0.82,1.50,1.55
MOSER,1085,29485,10.93,41536.44,95.70,1.25,0.46,0.27,1.02,1.31
MCDERMOTT,1086,29440,10.91,41547.35,94.27,2.33,0.55,0.22,1.06,1.57
CAMP,1087,29432,10.91,41558.26,86.48,9.37,0.47,0.64,1.46,1.58
MCLEOD,1088,29423,10.91,41569.17,72.86,22.65,0.40,0.73,1.64,1.72
BERNAL,1089,29418,10.91,41580.08,9.04,0.56,2.19,0.42,0.61,87.19
KAPLAN,1090,29410,10.90,41590.98,96.32,0.33,0.60,0.11,1.03,1.62
MEDRANO,1091,29386,10.89,41601.87,4.59,0.28,1.99,0.25,0.46,92.44
LUGO,1092,29328,10.87,41612.74,7.62,0.95,0.31,0.38,0.43,90.32
TRACY,1093,29316,10.87,41623.61,92.50,2.86,0.50,1.37,1.19,1.58
BACON,1094,29312,10.87,41634.48,77.16,18.05,0.72,1.27,1.36,1.44
CROWE,1095,29260,10.85,41645.32,89.45,5.24,0.36,2.13,1.56,1.26
RICHTER,1096,29233,10.84,41656.16,96.37,0.29,0.48,0.22,0.96,1.67
WELSH,1097,29217,10.83,41666.99,92.85,3.04,0.51,0.64,1.28,1.68
HOLLEY,1098,29215,10.83,41677.82,67.19,28.99,0.39,0.49,1.69,1.25
RATLIFF,1099,29142,10.80,41688.62,80.60,15.59,0.37,0.59,1.42,1.44
MAYFIELD,1100,29136,10.80,41699.42,67.34,28.60,0.28,0.59,1.84,1.36
TALLEY,1101,29082,10.78,41710.21,68.12,27.42,0.45,0.77,1.78,1.45
HAINES,1102,29065,10.77,41720.98,91.35,5.04,0.35,0.65,1.21,1.39
DALE,1103,28994,10.75,41731.73,80.27,13.64,0.67,2.03,1.60,1.79
GIBBONS,1104,28993,10.75,41742.48,85.78,9.94,0.47,0.52,1.48,1.81
HICKEY,1105,28970,10.74,41753.21,93.68,2.73,0.41,0.39,1.09,1.71
BYRNE,1106,28963,10.74,41763.95,95.94,0.33,0.49,0.21,1.00,2.03
KIRKLAND,1107,28937,10.73,41774.68,70.96,25.66,0.27,0.54,1.41,1.15
FARRIS,1108,28928,10.72,41785.40,83.55,12.13,0.34,0.81,1.61,1.56
CORREA,1109,28910,10.72,41796.12,11.00,0.91,1.80,0.30,1.94,84.05
TILLMAN,1110,28878,10.70,41806.82,47.90,47.78,0.27,0.84,1.94,1.27
SWEET,1111,28872,10.70,41817.53,87.91,7.70,0.52,0.70,1.46,1.71
KESSLER,1112,28869,10.70,41828.23,96.39,0.64,0.46,0.27,0.88,1.34
ENGLAND,1113,28861,10.70,41838.93,90.48,4.89,0.35,1.14,1.57,1.58
HEWITT,1114,28857,10.70,41849.62,85.19,10.36,0.45,0.56,1.66,1.77
BLANCO,1115,28843,10.69,41860.32,14.62,1.35,3.42,0.17,0.73,79.71
CONNOLLY,1116,28821,10.68,41871.00,96.32,0.50,0.56,0.33,1.02,1.28
PATE,1117,28804,10.68,41881.68,82.34,13.23,0.66,0.89,1.49,1.39
ELDER,1118,28783,10.67,41892.35,80.67,15.68,0.38,0.44,1.48,1.36
BRUNO,1119,28729,10.65,41903.00,79.77,5.67,0.91,0.55,1.52,11.58
HOLCOMB,1120,28668,10.63,41913.62,90.23,5.93,0.38,0.71,1.29,1.46
HYDE,1121,28604,10.60,41924.23,88.12,7.41,0.43,0.76,1.52,1.77
MCALLISTER,1122,28586,10.60,41934.82,80.55,15.61,0.42,0.46,1.32,1.64
CASH,1123,28572,10.59,41945.42,80.80,14.86,0.44,0.64,1.54,1.71
CHRISTOPHER,1124,28493,10.56,41955.98,76.74,17.44,0.95,0.36,1.90,2.61
WHITFIELD,1125,28475,10.56,41966.53,47.14,48.65,0.33,0.48,2.21,1.19
MEEKS,1126,28426,10.54,41977.07,76.09,19.72,0.25,1.08,1.61,1.25
HATCHER,1127,28424,10.54,41987.61,70.10,25.65,0.38,0.78,1.76,1.33
FINK,1128,28417,10.53,41998.14,97.00,0.28,0.50,0.26,0.82,1.14
SUTHERLAND,1128,28417,10.53,42008.68,86.49,8.37,0.56,0.83,1.68,2.07
NOEL,1130,28401,10.53,42019.20,66.16,27.40,0.73,0.56,2.82,2.32
RITCHIE,1131,28397,10.53,42029.73,93.13,2.59,0.52,0.64,1.39,1.73
ROSA,1132,28375,10.52,42040.25,32.34,1.87,1.18,0.15,3.11,61.34
LEAL,1133,28248,10.47,42050.72,14.17,0.57,0.89,0.27,1.08,83.02
JOYNER,1134,28216,10.46,42061.18,55.61,41.05,0.27,0.29,1.56,1.22
STARR,1135,28210,10.46,42071.64,85.35,7.74,0.49,2.98,1.65,1.79
MORIN,1136,28184,10.45,42082.08,72.99,0.87,1.71,2.13,1.38,20.93
DELAROSA,1137,28134,10.43,42092.51,5.92,0.54,4.85,0.33,0.59,87.77
CONNOR,1138,28107,10.42,42102.93,83.70,11.99,0.54,0.57,1.53,1.67
HILTON,1139,28098,10.42,42113.35,80.79,14.74,0.51,0.49,1.52,1.94
ALSTON,1140,28089,10.41,42123.76,14.54,81.41,0.24,0.37,1.99,1.45
GILLIAM,1141,28075,10.41,42134.17,63.43,32.91,0.25,0.45,1.82,1.14
WYNN,1142,28048,10.40,42144.57,56.30,38.96,0.82,0.91,1.80,1.21
WILLS,1143,28036,10.39,42154.96,78.56,17.40,0.52,0.51,1.43,1.58
JARAMILLO,1144,28024,10.39,42165.35,7.81,0.18,1.07,0.94,0.56,89.45
ONEIL,1145,28020,10.39,42175.73,89.68,6.34,0.47,0.37,1.27,1.87
NIEVES,1146,28011,10.38,42186.12,6.19,1.15,0.66,0.09,0.44,91.48
BRITTON,1147,28001,10.38,42196.50,76.31,19.26,0.39,0.72,1.55,1.77
RANKIN,1148,27989,10.38,42206.87,80.76,15.17,0.48,0.45,1.41,1.73
BELCHER,1149,27947,10.36,42217.23,82.05,14.41,0.29,0.50,1.30,1.45
GUY,1150,27934,10.36,42227.59,70.34,23.85,0.95,1.37,1.81,1.68
CHAMBERLAIN,1151,27928,10.35,42237.94,89.47,5.52,0.52,0.78,1.27,2.44
TYSON,1152,27911,10.35,42248.29,55.61,40.26,0.37,0.62,1.81,1.34
PUCKETT,1153,27891,10.34,42258.63,90.30,6.02,0.41,0.60,1.41,1.27
DOWNING,1154,27879,10.33,42268.96,82.31,12.69,0.45,1.29,1.58,1.68
SHARPE,1155,27862,10.33,42279.29,73.59,22.49,0.44,0.43,1.53,1.53
BOGGS,1156,27822,10.31,42289.60,90.37,5.90,0.31,0.75,1.32,1.35
TRUONG,1157,27808,10.31,42299.91,1.21,0.17,96.48,0.04,1.67,0.44
PIERSON,1158,27730,10.28,42310.19,86.02,9.81,0.44,0.42,1.46,1.84
GODFREY,1159,27700,10.27,42320.46,80.47,15.31,0.47,0.71,1.64,1.41
MOBLEY,1160,27648,10.25,42330.71,60.36,35.99,0.25,0.43,1.49,1.49
JOHN,1161,27643,10.25,42340.96,47.00,20.10,14.41,12.56,3.58,2.36
KERN,1162,27634,10.24,42351.20,94.76,2.06,0.56,0.32,1.05,1.26
DYE,1163,27627,10.24,42361.44,84.67,10.97,0.57,0.71,1.44,1.65
HOLLIS,1164,27597,10.23,42371.67,67.77,28.38,0.30,0.44,1.62,1.50
BRAVO,1165,27576,10.22,42381.89,7.81,0.70,1.93,0.39,0.52,88.65
MAGANA,1166,27571,10.22,42392.11,3.82,0.18,0.59,0.21,0.42,94.78
RUTHERFORD,1167,27539,10.21,42402.32,84.00,11.58,0.34,1.02,1.59,1.47
NG,1168,27537,10.21,42412.53,1.77,0.23,93.98,0.04,2.62,1.36
TUTTLE,1169,27460,10.18,42422.71,94.70,1.35,0.40,0.97,1.16,1.42
LIM,1170,27433,10.17,42432.88,3.19,0.30,91.51,0.11,3.60,1.30
ROMANO,1171,27401,10.16,42443.04,88.61,0.42,1.22,0.14,1.21,8.41
ARTHUR,1172,27383,10.15,42453.19,80.21,14.03,0.67,1.88,1.70,1.50
TREJO,1172,27383,10.15,42463.34,4.59,0.42,0.14,0.35,0.35,94.15
KNOWLES,1174,27380,10.15,42473.49,83.65,12.18,0.43,0.46,1.49,1.79
LYON,1175,27337,10.13,42483.62,93.57,2.82,0.53,0.42,1.17,1.49
SHIRLEY,1176,27300,10.12,42493.74,84.69,8.63,0.47,3.17,1.56,1.48
QUINONES,1177,27290,10.12,42503.86,6.42,1.33,0.97,0.22,0.55,90.52
CHILDS,1178,27266,10.11,42513.96,65.14,30.72,0.40,0.94,1.53,1.27
DOLAN,1179,27252,10.10,42524.07,96.32,0.33,0.60,0.32,0.98,1.46
HEAD,1180,27218,10.09,42534.16,80.33,15.72,0.35,0.96,1.34,1.29
REYNA,1181,27215,10.09,42544.25,6.29,0.16,0.40,0.49,0.26,92.39
SAENZ,1182,27211,10.09,42554.33,7.85,0.16,0.38,0.36,0.39,90.87
HASTINGS,1183,27201,10.08,42564.42,91.32,4.40,0.50,0.80,1.22,1.76
KENNEY,1184,27189,10.08,42574.49,89.07,7.45,0.49,0.27,1.39,1.34
CANO,1185,27179,10.08,42584.57,7.73,0.24,1.12,0.27,0.48,90.15
FOREMAN,1186,27130,10.06,42594.63,68.37,26.10,0.44,1.60,1.88,1.61
DENTON,1187,27112,10.05,42604.68,87.79,7.96,0.39,0.67,1.31,1.87
VILLALOBOS,1188,27107,10.05,42614.73,4.63,0.17,0.60,0.25,0.31,94.03
PRYOR,1189,27065,10.03,42624.76,62.83,33.06,0.33,0.46,1.92,1.40
SARGENT,1190,27024,10.02,42634.78,87.56,7.61,0.40,1.17,1.48,1.78
DOHERTY,1191,26978,10.00,42644.78,96.27,0.76,0.46,0.21,1.03,1.27
HOPPER,1192,26956,9.99,42654.77,89.25,6.12,0.48,1.06,1.22,1.87
PHAN,1193,26903,9.97,42664.74,1.82,(S),94.79,(S),2.46,0.65
WOMACK,1194,26890,9.97,42674.71,68.30,27.53,0.33,0.71,1.72,1.40
LOCKHART,1195,26844,9.95,42684.66,65.84,30.09,0.37,0.35,1.69,1.66
VENTURA,1196,26769,9.92,42694.58,26.22,0.78,5.34,0.50,1.58,65.58
DWYER,1197,26759,9.92,42704.50,93.86,2.89,0.52,0.21,1.08,1.45
MULLER,1198,26744,9.91,42714.42,89.83,2.63,0.88,0.32,1.57,4.76
GALINDO,1199,26730,9.91,42724.33,6.75,0.19,0.88,0.40,0.45,91.33
GRACE,1200,26727,9.91,42734.23,73.58,20.18,1.44,0.54,2.20,2.06
SORENSEN,1201,26705,9.90,42744.13,96.08,0.15,0.62,0.30,1.18,1.67
COURTNEY,1202,26668,9.89,42754.02,86.80,9.04,0.45,0.63,1.41,1.66
PARRA,1203,26654,9.88,42763.90,7.51,0.25,0.33,0.48,0.53,90.90
RODRIGUES,1204,26652,9.88,42773.78,42.83,2.04,3.83,0.25,7.83,43.22
NICHOLAS,1205,26628,9.87,42783.65,76.56,16.10,1.12,1.39,2.14,2.70
AHMED,1206,26607,9.86,42793.51,13.68,12.48,56.29,0.26,15.72,1.57
MCGINNIS,1207,26578,9.85,42803.37,89.24,7.05,0.41,0.41,1.32,1.57
LANGLEY,1208,26560,9.85,42813.21,85.09,10.26,0.41,1.19,1.45,1.60
MADISON,1209,26548,9.84,42823.05,56.98,38.09,0.50,0.85,2.35,1.22
LOCKE,1210,26516,9.83,42832.88,83.26,11.77,1.06,0.81,1.59,1.52
JAMISON,1211,26476,9.81,42842.70,59.17,36.45,0.36,0.82,1.66,1.55
NAVA,1212,26463,9.81,42852.51,5.34,0.18,1.07,0.21,0.46,92.73
GUSTAFSON,1213,26433,9.80,42862.31,96.92,0.21,0.52,0.40,1.03,0.92
SYKES,1214,26425,9.80,42872.10,56.45,39.91,0.34,0.31,1.73,1.26
DEMPSEY,1215,26403,9.79,42881.89,90.62,5.40,0.44,0.79,1.24,1.51
HAMM,1216,26392,9.78,42891.67,87.17,8.95,0.53,0.56,1.23,1.56
RODRIQUEZ,1217,26377,9.78,42901.45,7.07,1.74,0.29,0.59,0.64,89.68
MCGILL,1218,26354,9.77,42911.22,70.14,25.49,0.40,0.59,1.71,1.67
XIONG,1219,26336,9.76,42920.98,0.30,(S),94.70,(S),4.66,0.29
ESQUIVEL,1220,26301,9.75,42930.73,4.89,0.23,0.73,0.31,0.34,93.51
SIMMS,1221,26296,9.75,42940.48,53.96,41.33,0.46,0.59,2.10,1.57
KENDRICK,1222,26266,9.74,42950.22,66.76,29.17,0.33,0.51,1.84,1.40
BOYCE,1223,26229,9.72,42959.94,76.95,18.65,0.56,0.42,1.91,1.51
VIGIL,1224,26224,9.72,42969.66,13.38,0.24,0.35,2.96,1.04,82.04
DOWNEY,1225,26206,9.71,42979.38,89.47,6.11,0.52,0.86,1.35,1.69
MCKENNA,1226,26189,9.71,42989.08,95.53,0.76,0.43,0.27,0.86,2.15
SIERRA,1227,26181,9.71,42998.79,8.55,0.85,0.52,0.53,0.54,89.01
WEBBER,1228,26178,9.70,43008.49,84.83,10.65,0.58,0.61,1.33,1.99
KIRKPATRICK,1229,26155,9.70,43018.19,91.09,5.37,0.47,0.47,1.15,1.45
DICKINSON,1230,26144,9.69,43027.88,91.53,4.53,0.57,0.32,1.34,1.71
COUCH,1231,26135,9.69,43037.57,89.41,6.55,0.31,0.69,1.44,1.60
BURKS,1232,26115,9.68,43047.25,54.49,41.37,0.24,0.45,1.77,1.69
SHEEHAN,1233,26107,9.68,43056.93,96.66,0.20,0.57,0.23,1.01,1.33
SLAUGHTER,1234,26088,9.67,43066.60,59.51,36.54,0.30,0.40,1.89,1.36
PIKE,1235,26086,9.67,43076.27,93.76,1.64,0.44,1.33,1.34,1.49
WHITLEY,1236,26078,9.67,43085.93,74.59,21.96,0.30,0.51,1.31,1.33
MAGEE,1237,26031,9.65,43095.58,67.12,29.33,0.37,0.54,1.36,1.29
CHENG,1238,26023,9.65,43105.23,1.46,0.21,95.08,0.03,2.43,0.79
SINCLAIR,1239,26014,9.64,43114.87,76.55,17.96,0.48,0.70,1.80,2.49
CASSIDY,1240,26011,9.64,43124.52,93.86,2.09,0.50,0.36,1.31,1.88
RUTLEDGE,1241,26010,9.64,43134.16,77.32,18.59,0.33,0.63,1.58,1.55
BURRIS,1242,25998,9.64,43143.80,77.16,17.42,0.42,1.72,1.89,1.39
BOWLING,1243,25938,9.62,43153.41,92.74,4.40,0.29,0.49,1.11,0.97
CRABTREE,1244,25929,9.61,43163.02,95.23,0.96,0.34,0.91,1.23,1.32
MCNAMARA,1245,25896,9.60,43172.62,96.65,0.38,0.42,0.23,1.08,1.24
AVALOS,1246,25875,9.59,43182.21,3.80,0.10,0.26,0.22,0.28,95.35
VU,1247,25828,9.57,43191.79,1.47,0.12,96.23,0.05,1.67,0.46
HERRON,1248,25776,9.56,43201.34,73.48,21.85,0.46,0.57,1.73,1.92
BROUSSARD,1249,25735,9.54,43210.88,69.51,26.56,0.24,0.35,1.66,1.68
ABRAHAM,1250,25729,9.54,43220.42,51.67,19.34,19.26,0.72,3.82,5.19
GARLAND,1251,25725,9.54,43229.96,79.64,16.82,0.37,0.47,1.43,1.27
CORBETT,1252,25722,9.54,43239.49,82.59,13.82,0.38,0.55,1.38,1.27
CORBIN,1253,25696,9.53,43249.02,77.04,19.27,0.44,0.44,1.58,1.22
STINSON,1254,25694,9.52,43258.54,73.07,23.21,0.39,0.52,1.53,1.28
CHIN,1255,25673,9.52,43268.06,6.48,6.03,77.95,0.12,7.03,2.40
BURT,1256,25649,9.51,43277.57,80.79,15.34,0.36,0.50,1.37,1.65
HUTCHINS,1257,25633,9.50,43287.07,80.32,15.75,0.50,0.62,1.44,1.37
